,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
12415,2,36.0,31.0,67.0,58.0,26.0,43.0,23.0,28.0,55.0,57.0,71.0,66.0,62.0,59.0,58.0,35.0,66.0,64.0,68.0,29.0,65.0,59.0,36.0,49.0,31.0,63.0,55.0,65.0,63.0,15.0,9.0,9.0,10.0,13.0
15909,1,43.0,52.0,48.0,59.0,40.0,65.0,45.0,40.0,57.0,58.0,63.0,40.0,66.0,59.0,60.0,69.0,49.0,65.0,54.0,55.0,59.0,44.0,52.0,52.0,47.0,53.0,54.0,50.0,42.0,9.0,14.0,7.0,7.0,9.0
2819,1,50.0,62.0,58.0,76.0,66.0,74.0,68.0,77.0,75.0,76.0,65.0,67.0,69.0,72.0,65.0,72.0,74.0,65.0,75.0,72.0,63.0,66.0,67.0,74.0,64.0,74.0,63.0,65.0,51.0,7.0,13.0,8.0,12.0,5.0
579,0,76.0,72.0,48.0,76.0,57.0,79.0,72.0,77.0,68.0,76.0,93.0,90.0,92.0,77.0,85.0,84.0,61.0,92.0,73.0,84.0,56.0,49.0,78.0,77.0,59.0,68.0,65.0,34.0,30.0,11.0,10.0,9.0,13.0,7.0
9014,1,38.0,61.0,48.0,67.0,36.0,63.0,41.0,40.0,68.0,67.0,60.0,55.0,57.0,70.0,62.0,50.0,65.0,61.0,62.0,62.0,60.0,63.0,59.0,62.0,45.0,48.0,59.0,67.0,55.0,7.0,13.0,7.0,5.0,13.0
3917,3,12.0,10.0,12.0,33.0,11.0,13.0,11.0,13.0,32.0,24.0,59.0,48.0,56.0,68.0,60.0,23.0,68.0,31.0,65.0,11.0,25.0,20.0,15.0,59.0,22.0,52.0,18.0,12.0,11.0,74.0,68.0,72.0,72.0,73.0
16824,3,14.0,17.0,11.0,24.0,17.0,12.0,19.0,13.0,23.0,17.0,45.0,47.0,39.0,50.0,40.0,16.0,54.0,41.0,85.0,14.0,18.0,24.0,20.0,14.0,22.0,36.0,15.0,12.0,18.0,58.0,53.0,65.0,56.0,52.0
14744,1,44.0,29.0,49.0,65.0,32.0,63.0,38.0,40.0,61.0,65.0,65.0,54.0,68.0,54.0,80.0,44.0,59.0,47.0,40.0,37.0,57.0,54.0,53.0,62.0,46.0,61.0,63.0,60.0,60.0,7.0,10.0,9.0,5.0,6.0
4389,2,52.0,28.0,65.0,64.0,33.0,53.0,43.0,38.0,64.0,60.0,57.0,54.0,57.0,70.0,56.0,49.0,74.0,64.0,76.0,31.0,64.0,75.0,41.0,44.0,46.0,63.0,70.0,72.0,70.0,13.0,15.0,9.0,11.0,11.0
10142,0,60.0,32.0,60.0,70.0,34.0,70.0,30.0,30.0,65.0,68.0,73.0,83.0,79.0,67.0,78.0,52.0,62.0,67.0,63.0,38.0,57.0,63.0,51.0,65.0,39.0,56.0,64.0,57.0,60.0,15.0,6.0,15.0,10.0,12.0
7020,0,38.0,74.0,68.0,55.0,60.0,64.0,40.0,34.0,34.0,65.0,67.0,66.0,68.0,53.0,54.0,69.0,68.0,63.0,74.0,51.0,31.0,17.0,72.0,50.0,52.0,53.0,28.0,17.0,19.0,13.0,9.0,13.0,7.0,13.0
15435,1,56.0,50.0,49.0,61.0,52.0,61.0,62.0,53.0,59.0,61.0,69.0,63.0,65.0,58.0,70.0,61.0,57.0,48.0,51.0,47.0,43.0,26.0,45.0,59.0,50.0,62.0,33.0,43.0,45.0,8.0,12.0,7.0,6.0,9.0
16735,1,37.0,41.0,43.0,60.0,44.0,57.0,47.0,39.0,57.0,56.0,69.0,71.0,70.0,51.0,69.0,41.0,56.0,49.0,48.0,38.0,48.0,30.0,51.0,56.0,50.0,52.0,40.0,42.0,40.0,8.0,7.0,13.0,8.0,10.0
4741,3,19.0,14.0,24.0,26.0,13.0,12.0,12.0,20.0,27.0,23.0,60.0,57.0,69.0,72.0,69.0,24.0,85.0,41.0,66.0,18.0,26.0,12.0,12.0,40.0,23.0,62.0,23.0,12.0,11.0,70.0,64.0,65.0,73.0,74.0
12913,2,51.0,35.0,59.0,56.0,30.0,54.0,51.0,39.0,53.0,55.0,71.0,72.0,69.0,63.0,67.0,53.0,78.0,59.0,58.0,40.0,62.0,62.0,44.0,45.0,40.0,57.0,62.0,64.0,63.0,16.0,10.0,15.0,7.0,15.0
13668,1,63.0,47.0,44.0,63.0,46.0,55.0,49.0,34.0,49.0,61.0,76.0,78.0,67.0,62.0,68.0,62.0,55.0,82.0,60.0,38.0,64.0,57.0,57.0,51.0,52.0,46.0,59.0,52.0,39.0,11.0,8.0,7.0,13.0,15.0
13647,1,54.0,59.0,50.0,50.0,38.0,66.0,55.0,36.0,44.0,60.0,93.0,94.0,71.0,55.0,69.0,51.0,67.0,63.0,59.0,53.0,29.0,19.0,53.0,53.0,55.0,45.0,12.0,20.0,15.0,6.0,16.0,8.0,11.0,16.0
14190,2,63.0,46.0,49.0,64.0,52.0,64.0,58.0,58.0,60.0,62.0,77.0,75.0,81.0,61.0,72.0,59.0,59.0,68.0,55.0,55.0,52.0,51.0,52.0,64.0,55.0,41.0,48.0,58.0,56.0,15.0,9.0,8.0,10.0,6.0
14817,0,54.0,55.0,31.0,60.0,38.0,62.0,52.0,32.0,54.0,58.0,70.0,71.0,81.0,55.0,75.0,54.0,35.0,62.0,44.0,57.0,55.0,52.0,53.0,54.0,49.0,49.0,55.0,55.0,52.0,8.0,5.0,11.0,14.0,11.0
1430,1,64.0,50.0,62.0,74.0,56.0,71.0,52.0,45.0,71.0,73.0,71.0,68.0,64.0,76.0,70.0,75.0,73.0,91.0,80.0,62.0,80.0,80.0,56.0,64.0,32.0,76.0,70.0,74.0,71.0,15.0,8.0,15.0,11.0,12.0
16323,2,29.0,21.0,55.0,48.0,20.0,32.0,19.0,26.0,37.0,42.0,59.0,65.0,53.0,41.0,52.0,38.0,64.0,50.0,68.0,26.0,67.0,52.0,33.0,38.0,21.0,47.0,58.0,54.0,52.0,10.0,8.0,14.0,7.0,14.0
8184,0,28.0,67.0,74.0,52.0,63.0,59.0,32.0,29.0,41.0,64.0,50.0,60.0,58.0,62.0,34.0,75.0,66.0,72.0,90.0,58.0,60.0,20.0,63.0,35.0,65.0,63.0,29.0,42.0,31.0,14.0,14.0,9.0,6.0,6.0
14845,2,30.0,21.0,54.0,39.0,31.0,31.0,31.0,33.0,30.0,38.0,61.0,52.0,50.0,49.0,73.0,42.0,71.0,60.0,56.0,30.0,49.0,62.0,33.0,30.0,41.0,51.0,63.0,72.0,62.0,9.0,11.0,14.0,8.0,11.0
14390,2,57.0,42.0,52.0,60.0,38.0,60.0,46.0,40.0,57.0,59.0,69.0,74.0,72.0,55.0,74.0,58.0,62.0,67.0,61.0,34.0,65.0,53.0,45.0,53.0,36.0,46.0,57.0,60.0,58.0,9.0,7.0,10.0,8.0,7.0
1572,1,62.0,60.0,58.0,76.0,50.0,78.0,62.0,42.0,72.0,76.0,76.0,74.0,74.0,74.0,69.0,79.0,63.0,76.0,78.0,78.0,76.0,71.0,72.0,70.0,56.0,70.0,65.0,72.0,68.0,9.0,8.0,9.0,11.0,10.0
5827,1,70.0,59.0,58.0,66.0,58.0,75.0,69.0,48.0,60.0,75.0,69.0,68.0,76.0,70.0,60.0,68.0,51.0,69.0,67.0,62.0,68.0,66.0,65.0,55.0,64.0,65.0,65.0,67.0,68.0,8.0,12.0,10.0,15.0,14.0
14769,2,23.0,21.0,63.0,53.0,26.0,29.0,37.0,24.0,40.0,48.0,48.0,52.0,47.0,48.0,40.0,49.0,62.0,65.0,72.0,42.0,63.0,54.0,28.0,32.0,36.0,53.0,58.0,61.0,55.0,13.0,16.0,6.0,11.0,13.0
14866,2,52.0,21.0,55.0,55.0,31.0,53.0,35.0,32.0,48.0,55.0,76.0,61.0,64.0,56.0,64.0,45.0,70.0,58.0,66.0,27.0,64.0,57.0,23.0,45.0,52.0,43.0,59.0,63.0,65.0,15.0,10.0,7.0,12.0,11.0
1479,2,75.0,49.0,59.0,72.0,27.0,75.0,72.0,52.0,64.0,73.0,87.0,91.0,73.0,72.0,74.0,79.0,65.0,88.0,75.0,66.0,82.0,71.0,64.0,70.0,36.0,74.0,72.0,73.0,74.0,13.0,16.0,8.0,12.0,13.0
739,1,74.0,73.0,45.0,75.0,77.0,75.0,86.0,74.0,75.0,76.0,87.0,74.0,86.0,82.0,83.0,74.0,58.0,75.0,57.0,68.0,42.0,32.0,78.0,79.0,73.0,84.0,17.0,28.0,21.0,8.0,15.0,15.0,13.0,8.0
4032,2,75.0,59.0,68.0,73.0,69.0,70.0,74.0,75.0,70.0,72.0,74.0,68.0,73.0,67.0,71.0,78.0,74.0,65.0,70.0,76.0,67.0,67.0,64.0,66.0,73.0,70.0,66.0,71.0,72.0,15.0,13.0,14.0,11.0,6.0
11972,2,57.0,37.0,53.0,60.0,29.0,60.0,37.0,42.0,45.0,60.0,76.0,73.0,68.0,59.0,69.0,53.0,53.0,69.0,69.0,45.0,55.0,58.0,51.0,37.0,49.0,47.0,60.0,66.0,65.0,8.0,8.0,9.0,12.0,9.0
15649,2,34.0,34.0,61.0,55.0,22.0,51.0,31.0,46.0,50.0,50.0,55.0,36.0,34.0,52.0,54.0,55.0,60.0,40.0,68.0,37.0,64.0,56.0,37.0,36.0,61.0,49.0,48.0,63.0,60.0,8.0,11.0,11.0,7.0,9.0
3411,0,60.0,75.0,70.0,68.0,65.0,68.0,54.0,51.0,53.0,74.0,72.0,72.0,61.0,68.0,68.0,69.0,67.0,69.0,74.0,64.0,55.0,24.0,74.0,64.0,63.0,75.0,32.0,15.0,12.0,14.0,14.0,11.0,7.0,10.0
3219,2,57.0,47.0,68.0,69.0,50.0,62.0,33.0,40.0,60.0,67.0,52.0,44.0,53.0,70.0,50.0,55.0,72.0,70.0,75.0,30.0,76.0,71.0,48.0,56.0,53.0,67.0,71.0,75.0,70.0,10.0,14.0,6.0,10.0,5.0
13479,1,28.0,23.0,64.0,65.0,28.0,47.0,31.0,29.0,62.0,60.0,71.0,70.0,70.0,57.0,66.0,51.0,65.0,43.0,70.0,34.0,58.0,63.0,24.0,55.0,44.0,63.0,62.0,63.0,62.0,9.0,6.0,8.0,11.0,8.0
13529,2,59.0,36.0,42.0,55.0,22.0,58.0,34.0,31.0,45.0,60.0,74.0,71.0,63.0,52.0,74.0,49.0,67.0,71.0,59.0,37.0,57.0,59.0,45.0,47.0,42.0,56.0,60.0,64.0,62.0,8.0,13.0,9.0,8.0,8.0
7005,1,67.0,52.0,53.0,64.0,64.0,68.0,44.0,52.0,65.0,63.0,86.0,84.0,79.0,82.0,68.0,63.0,71.0,37.0,45.0,60.0,51.0,31.0,65.0,67.0,46.0,57.0,25.0,13.0,14.0,12.0,11.0,10.0,13.0,7.0
778,2,77.0,56.0,61.0,71.0,52.0,74.0,55.0,58.0,56.0,76.0,82.0,86.0,75.0,73.0,86.0,81.0,77.0,92.0,80.0,62.0,86.0,71.0,76.0,72.0,54.0,69.0,68.0,75.0,82.0,12.0,13.0,6.0,12.0,11.0
1051,1,58.0,62.0,68.0,77.0,72.0,72.0,74.0,71.0,71.0,82.0,64.0,62.0,70.0,77.0,64.0,80.0,68.0,88.0,67.0,78.0,76.0,62.0,66.0,82.0,66.0,84.0,70.0,69.0,61.0,16.0,8.0,16.0,9.0,6.0
3825,2,46.0,30.0,72.0,50.0,42.0,40.0,36.0,22.0,48.0,53.0,53.0,49.0,53.0,71.0,56.0,63.0,76.0,64.0,79.0,27.0,75.0,69.0,32.0,46.0,42.0,66.0,72.0,76.0,77.0,9.0,9.0,6.0,7.0,11.0
11230,2,63.0,37.0,62.0,58.0,53.0,57.0,56.0,34.0,47.0,60.0,77.0,74.0,69.0,53.0,73.0,60.0,69.0,65.0,69.0,45.0,62.0,58.0,49.0,51.0,46.0,53.0,60.0,67.0,63.0,5.0,9.0,5.0,14.0,11.0
14945,2,34.0,29.0,58.0,45.0,35.0,33.0,29.0,30.0,42.0,41.0,62.0,62.0,57.0,59.0,63.0,45.0,74.0,61.0,60.0,29.0,53.0,51.0,31.0,28.0,39.0,52.0,59.0,68.0,64.0,11.0,8.0,9.0,10.0,14.0
18178,3,10.0,7.0,11.0,22.0,6.0,8.0,10.0,8.0,20.0,12.0,24.0,28.0,33.0,40.0,29.0,15.0,48.0,20.0,38.0,6.0,20.0,10.0,7.0,18.0,12.0,28.0,16.0,11.0,10.0,47.0,46.0,50.0,45.0,51.0
11424,2,64.0,24.0,59.0,52.0,28.0,46.0,35.0,29.0,43.0,59.0,72.0,74.0,69.0,54.0,58.0,43.0,76.0,73.0,54.0,25.0,54.0,62.0,42.0,39.0,46.0,58.0,67.0,64.0,63.0,13.0,14.0,6.0,12.0,6.0
12500,0,60.0,67.0,63.0,60.0,50.0,66.0,46.0,36.0,40.0,64.0,64.0,60.0,57.0,66.0,72.0,63.0,70.0,54.0,62.0,63.0,41.0,23.0,63.0,50.0,62.0,58.0,44.0,26.0,13.0,11.0,6.0,12.0,10.0,6.0
7415,1,55.0,66.0,68.0,67.0,63.0,63.0,54.0,56.0,63.0,66.0,70.0,72.0,74.0,68.0,80.0,70.0,53.0,80.0,60.0,68.0,68.0,64.0,69.0,67.0,52.0,67.0,54.0,64.0,55.0,13.0,11.0,8.0,13.0,9.0
15483,1,52.0,44.0,64.0,63.0,45.0,55.0,56.0,36.0,59.0,60.0,68.0,67.0,57.0,56.0,61.0,62.0,77.0,68.0,73.0,54.0,70.0,57.0,57.0,53.0,48.0,54.0,55.0,48.0,52.0,5.0,9.0,9.0,6.0,8.0
3400,2,38.0,23.0,65.0,66.0,34.0,51.0,32.0,32.0,65.0,62.0,65.0,68.0,65.0,68.0,59.0,48.0,69.0,56.0,68.0,30.0,71.0,72.0,36.0,36.0,43.0,63.0,75.0,75.0,72.0,12.0,12.0,6.0,7.0,13.0
3222,1,68.0,71.0,52.0,72.0,59.0,72.0,67.0,52.0,67.0,74.0,76.0,75.0,77.0,70.0,89.0,68.0,57.0,60.0,52.0,65.0,52.0,56.0,67.0,70.0,63.0,68.0,41.0,49.0,42.0,11.0,10.0,9.0,12.0,11.0
15722,0,35.0,60.0,53.0,51.0,50.0,63.0,48.0,30.0,47.0,57.0,73.0,75.0,71.0,55.0,71.0,56.0,53.0,60.0,60.0,53.0,28.0,33.0,50.0,46.0,61.0,47.0,26.0,12.0,21.0,7.0,13.0,6.0,12.0,8.0
18155,1,31.0,32.0,42.0,53.0,38.0,45.0,36.0,33.0,51.0,40.0,62.0,63.0,79.0,45.0,68.0,45.0,55.0,61.0,48.0,39.0,55.0,39.0,54.0,48.0,41.0,43.0,48.0,35.0,43.0,9.0,13.0,8.0,9.0,8.0
7364,1,59.0,55.0,51.0,64.0,52.0,73.0,49.0,40.0,55.0,68.0,86.0,70.0,78.0,68.0,92.0,57.0,56.0,62.0,33.0,44.0,54.0,43.0,69.0,68.0,54.0,60.0,44.0,49.0,45.0,1.0,1.0,1.0,1.0,1.0
13326,1,37.0,37.0,59.0,68.0,35.0,58.0,40.0,49.0,64.0,59.0,62.0,64.0,65.0,62.0,67.0,54.0,64.0,59.0,71.0,52.0,48.0,55.0,50.0,66.0,47.0,45.0,60.0,64.0,53.0,7.0,6.0,16.0,14.0,7.0
17531,0,26.0,55.0,58.0,57.0,37.0,46.0,30.0,26.0,54.0,45.0,67.0,61.0,66.0,56.0,71.0,48.0,68.0,57.0,51.0,50.0,27.0,19.0,53.0,44.0,61.0,41.0,25.0,17.0,11.0,13.0,11.0,15.0,8.0,15.0
14079,2,30.0,28.0,52.0,53.0,32.0,53.0,37.0,30.0,46.0,57.0,62.0,64.0,62.0,58.0,71.0,62.0,72.0,68.0,70.0,34.0,63.0,58.0,28.0,42.0,26.0,56.0,55.0,64.0,64.0,6.0,11.0,6.0,9.0,9.0
5159,1,65.0,67.0,43.0,63.0,52.0,74.0,64.0,68.0,58.0,65.0,76.0,87.0,76.0,66.0,74.0,71.0,46.0,81.0,56.0,65.0,63.0,35.0,69.0,63.0,58.0,68.0,33.0,29.0,37.0,10.0,14.0,13.0,8.0,10.0
3070,1,65.0,64.0,55.0,75.0,61.0,72.0,61.0,64.0,73.0,75.0,73.0,68.0,72.0,70.0,78.0,73.0,71.0,77.0,66.0,70.0,66.0,74.0,65.0,70.0,60.0,70.0,67.0,67.0,66.0,8.0,15.0,9.0,7.0,13.0
17742,2,39.0,31.0,49.0,62.0,31.0,46.0,30.0,30.0,54.0,46.0,60.0,61.0,54.0,51.0,63.0,46.0,62.0,53.0,70.0,32.0,57.0,42.0,31.0,43.0,43.0,40.0,73.0,47.0,45.0,8.0,11.0,6.0,11.0,8.0
4022,1,63.0,64.0,55.0,70.0,60.0,76.0,71.0,55.0,56.0,71.0,80.0,83.0,78.0,65.0,75.0,67.0,72.0,71.0,67.0,63.0,49.0,42.0,68.0,69.0,59.0,67.0,41.0,36.0,33.0,6.0,8.0,14.0,9.0,13.0
81,3,17.0,13.0,19.0,45.0,20.0,27.0,19.0,18.0,44.0,30.0,54.0,45.0,40.0,84.0,37.0,21.0,52.0,32.0,78.0,14.0,27.0,11.0,13.0,66.0,23.0,65.0,15.0,19.0,16.0,83.0,81.0,85.0,84.0,88.0
16896,2,29.0,15.0,53.0,49.0,22.0,30.0,26.0,23.0,35.0,39.0,62.0,49.0,51.0,57.0,66.0,28.0,72.0,58.0,56.0,23.0,50.0,58.0,34.0,36.0,33.0,38.0,55.0,58.0,57.0,10.0,9.0,5.0,7.0,11.0
3703,1,71.0,74.0,53.0,73.0,70.0,75.0,71.0,69.0,65.0,71.0,79.0,78.0,74.0,63.0,61.0,75.0,65.0,67.0,68.0,71.0,56.0,11.0,71.0,64.0,48.0,68.0,37.0,24.0,19.0,8.0,9.0,14.0,8.0,16.0
2619,3,13.0,14.0,12.0,35.0,19.0,15.0,12.0,12.0,33.0,22.0,35.0,36.0,37.0,74.0,35.0,22.0,50.0,23.0,66.0,15.0,26.0,14.0,8.0,21.0,24.0,42.0,13.0,13.0,13.0,73.0,74.0,45.0,74.0,74.0
8347,1,42.0,36.0,57.0,66.0,36.0,60.0,41.0,45.0,57.0,64.0,65.0,64.0,62.0,64.0,73.0,68.0,75.0,67.0,76.0,64.0,81.0,65.0,45.0,60.0,46.0,53.0,66.0,67.0,65.0,7.0,11.0,15.0,7.0,13.0
8309,1,58.0,51.0,47.0,72.0,54.0,64.0,54.0,42.0,72.0,68.0,67.0,66.0,65.0,61.0,63.0,64.0,48.0,72.0,73.0,55.0,73.0,64.0,57.0,64.0,59.0,56.0,55.0,61.0,58.0,12.0,10.0,16.0,11.0,11.0
2178,3,25.0,15.0,14.0,29.0,14.0,12.0,22.0,20.0,27.0,30.0,62.0,63.0,66.0,71.0,50.0,37.0,75.0,40.0,60.0,11.0,34.0,20.0,13.0,31.0,21.0,54.0,19.0,11.0,10.0,76.0,72.0,71.0,72.0,74.0
1605,1,49.0,48.0,67.0,75.0,36.0,65.0,36.0,33.0,74.0,70.0,46.0,40.0,41.0,70.0,34.0,63.0,60.0,79.0,79.0,67.0,77.0,78.0,55.0,67.0,47.0,67.0,72.0,79.0,65.0,11.0,15.0,9.0,14.0,7.0
3886,1,65.0,65.0,42.0,71.0,64.0,70.0,75.0,70.0,75.0,71.0,82.0,76.0,79.0,70.0,88.0,73.0,87.0,75.0,34.0,70.0,74.0,58.0,64.0,72.0,34.0,73.0,40.0,49.0,38.0,6.0,16.0,13.0,12.0,16.0
16871,2,27.0,20.0,43.0,47.0,26.0,26.0,24.0,26.0,21.0,47.0,64.0,62.0,57.0,43.0,67.0,36.0,69.0,67.0,67.0,21.0,65.0,46.0,27.0,32.0,39.0,44.0,55.0,62.0,58.0,10.0,7.0,10.0,6.0,10.0
7284,1,67.0,63.0,51.0,64.0,60.0,68.0,61.0,57.0,63.0,68.0,76.0,76.0,71.0,65.0,69.0,65.0,65.0,73.0,65.0,64.0,48.0,52.0,62.0,66.0,62.0,67.0,40.0,39.0,33.0,15.0,7.0,9.0,12.0,8.0
1097,1,79.0,54.0,62.0,74.0,57.0,80.0,53.0,46.0,66.0,80.0,89.0,93.0,78.0,78.0,79.0,76.0,74.0,76.0,84.0,66.0,74.0,77.0,61.0,68.0,53.0,76.0,66.0,74.0,72.0,8.0,7.0,14.0,15.0,9.0
16353,3,11.0,8.0,13.0,28.0,10.0,13.0,11.0,12.0,18.0,16.0,15.0,32.0,29.0,59.0,47.0,18.0,63.0,26.0,69.0,10.0,23.0,7.0,9.0,33.0,20.0,38.0,24.0,12.0,11.0,53.0,54.0,58.0,56.0,60.0
9998,0,38.0,67.0,66.0,58.0,54.0,59.0,54.0,51.0,48.0,64.0,52.0,54.0,40.0,61.0,58.0,69.0,73.0,73.0,89.0,59.0,71.0,28.0,63.0,57.0,65.0,60.0,41.0,27.0,32.0,15.0,11.0,11.0,14.0,14.0
17812,1,53.0,50.0,32.0,43.0,40.0,52.0,38.0,37.0,45.0,53.0,70.0,69.0,61.0,55.0,84.0,53.0,48.0,50.0,37.0,34.0,29.0,29.0,54.0,53.0,54.0,46.0,32.0,35.0,37.0,9.0,9.0,8.0,13.0,12.0
68,1,79.0,87.0,49.0,86.0,90.0,87.0,89.0,84.0,75.0,86.0,86.0,85.0,86.0,87.0,81.0,88.0,70.0,73.0,67.0,86.0,49.0,50.0,88.0,86.0,89.0,84.0,47.0,36.0,45.0,12.0,12.0,13.0,13.0,11.0
15068,0,52.0,53.0,20.0,58.0,43.0,65.0,58.0,36.0,54.0,67.0,76.0,75.0,76.0,44.0,76.0,52.0,59.0,55.0,52.0,51.0,32.0,33.0,51.0,48.0,41.0,59.0,48.0,24.0,38.0,7.0,7.0,14.0,14.0,15.0
2674,1,69.0,69.0,43.0,72.0,64.0,75.0,69.0,56.0,73.0,73.0,73.0,72.0,84.0,66.0,79.0,62.0,47.0,68.0,61.0,70.0,68.0,42.0,71.0,74.0,77.0,63.0,34.0,35.0,37.0,12.0,14.0,10.0,10.0,7.0
16511,2,53.0,22.0,48.0,59.0,27.0,52.0,38.0,33.0,53.0,53.0,69.0,68.0,66.0,54.0,66.0,29.0,58.0,63.0,79.0,28.0,48.0,56.0,53.0,53.0,31.0,51.0,55.0,54.0,52.0,9.0,10.0,14.0,8.0,13.0
10593,0,32.0,65.0,63.0,59.0,57.0,68.0,53.0,32.0,45.0,67.0,73.0,77.0,86.0,51.0,70.0,64.0,75.0,57.0,81.0,55.0,32.0,13.0,56.0,48.0,59.0,51.0,28.0,15.0,19.0,5.0,9.0,9.0,12.0,14.0
11266,1,45.0,38.0,62.0,64.0,36.0,58.0,48.0,39.0,60.0,61.0,53.0,52.0,54.0,60.0,57.0,56.0,65.0,70.0,83.0,43.0,65.0,58.0,48.0,60.0,50.0,50.0,62.0,64.0,63.0,10.0,10.0,11.0,9.0,11.0
14497,0,36.0,61.0,61.0,52.0,55.0,58.0,33.0,38.0,37.0,60.0,71.0,72.0,68.0,62.0,72.0,55.0,72.0,57.0,60.0,54.0,43.0,20.0,59.0,49.0,55.0,59.0,21.0,20.0,19.0,9.0,13.0,11.0,13.0,14.0
3846,0,61.0,76.0,65.0,62.0,52.0,71.0,41.0,30.0,26.0,69.0,79.0,80.0,76.0,61.0,73.0,73.0,63.0,61.0,75.0,62.0,54.0,23.0,72.0,51.0,46.0,63.0,12.0,23.0,15.0,6.0,14.0,15.0,10.0,16.0
17262,0,29.0,60.0,56.0,35.0,41.0,53.0,30.0,25.0,27.0,45.0,64.0,59.0,57.0,53.0,60.0,54.0,62.0,53.0,69.0,47.0,35.0,10.0,52.0,46.0,58.0,49.0,14.0,15.0,10.0,7.0,13.0,11.0,6.0,12.0
6790,1,55.0,65.0,46.0,71.0,46.0,70.0,51.0,54.0,67.0,70.0,78.0,74.0,79.0,68.0,73.0,56.0,57.0,79.0,67.0,42.0,51.0,55.0,67.0,69.0,55.0,72.0,60.0,54.0,49.0,15.0,8.0,13.0,15.0,8.0
11107,3,16.0,14.0,16.0,17.0,13.0,12.0,12.0,17.0,24.0,13.0,55.0,50.0,39.0,55.0,40.0,17.0,66.0,35.0,41.0,12.0,27.0,22.0,17.0,30.0,15.0,25.0,19.0,14.0,20.0,70.0,52.0,67.0,67.0,66.0
8881,2,62.0,41.0,62.0,60.0,24.0,58.0,30.0,21.0,54.0,61.0,72.0,70.0,66.0,65.0,67.0,48.0,74.0,73.0,69.0,33.0,42.0,65.0,49.0,33.0,38.0,66.0,68.0,69.0,67.0,13.0,12.0,9.0,15.0,13.0
8430,1,65.0,56.0,38.0,67.0,52.0,77.0,66.0,37.0,49.0,72.0,78.0,72.0,81.0,50.0,76.0,66.0,61.0,60.0,46.0,68.0,59.0,48.0,65.0,53.0,44.0,62.0,42.0,46.0,41.0,6.0,11.0,11.0,5.0,13.0
14010,1,54.0,38.0,52.0,63.0,38.0,60.0,43.0,46.0,59.0,60.0,86.0,87.0,79.0,63.0,77.0,57.0,79.0,86.0,80.0,53.0,77.0,52.0,56.0,60.0,53.0,62.0,63.0,52.0,48.0,11.0,10.0,13.0,12.0,11.0
17872,0,32.0,56.0,58.0,43.0,38.0,42.0,35.0,29.0,37.0,40.0,58.0,55.0,55.0,47.0,68.0,50.0,67.0,54.0,60.0,47.0,33.0,14.0,53.0,48.0,59.0,45.0,27.0,17.0,18.0,16.0,8.0,7.0,7.0,10.0
15971,0,27.0,63.0,58.0,49.0,48.0,56.0,32.0,30.0,26.0,52.0,63.0,64.0,62.0,55.0,64.0,63.0,54.0,57.0,57.0,49.0,35.0,11.0,52.0,43.0,64.0,58.0,26.0,18.0,12.0,16.0,7.0,7.0,10.0,7.0
4507,1,72.0,57.0,63.0,71.0,67.0,66.0,67.0,67.0,66.0,65.0,75.0,68.0,69.0,69.0,75.0,72.0,65.0,76.0,69.0,64.0,77.0,72.0,64.0,68.0,64.0,72.0,70.0,72.0,68.0,16.0,14.0,15.0,7.0,11.0
2919,0,66.0,70.0,63.0,62.0,75.0,70.0,65.0,53.0,55.0,67.0,90.0,90.0,70.0,71.0,59.0,79.0,78.0,84.0,77.0,72.0,69.0,24.0,70.0,59.0,72.0,67.0,21.0,25.0,23.0,6.0,11.0,9.0,15.0,9.0
13841,2,58.0,42.0,48.0,54.0,27.0,63.0,47.0,28.0,37.0,61.0,63.0,68.0,66.0,62.0,63.0,50.0,65.0,67.0,68.0,40.0,64.0,59.0,50.0,43.0,35.0,50.0,61.0,62.0,64.0,14.0,10.0,13.0,7.0,12.0
4843,1,68.0,71.0,64.0,65.0,71.0,70.0,65.0,55.0,61.0,72.0,72.0,78.0,66.0,67.0,66.0,75.0,64.0,76.0,68.0,72.0,50.0,37.0,70.0,60.0,69.0,61.0,55.0,36.0,31.0,10.0,11.0,10.0,13.0,11.0
1129,1,65.0,54.0,50.0,83.0,50.0,77.0,71.0,60.0,78.0,80.0,75.0,70.0,73.0,76.0,78.0,63.0,51.0,78.0,63.0,62.0,58.0,69.0,64.0,80.0,51.0,80.0,70.0,71.0,64.0,8.0,11.0,14.0,13.0,10.0
3730,1,75.0,53.0,31.0,67.0,63.0,75.0,82.0,72.0,57.0,70.0,84.0,78.0,78.0,70.0,77.0,73.0,58.0,73.0,49.0,63.0,28.0,41.0,65.0,71.0,70.0,63.0,50.0,31.0,34.0,15.0,15.0,16.0,8.0,13.0
